"zone","state","lga","sector","ea","hhid","shock_cd","s15aq1","s15aq1b","s15aq2","s15aq3a","s15aq3b","s15aq3c","s15aq3d","s15aq3e","s15aq4a","s15aq4b","s15aq4c","s15aq5a","s15aq5b","s15aq5c","s15aq5d","s15aq6a","s15aq6b","s15aq6c"
3,33,3313,2,930,330054,3,1,,3,,,1,1,1,1,,,21,,,1,,,
3,33,3313,2,930,330055,3,1,,1,,,,,1,1,,,21,,,,98,,
3,33,3313,2,930,330055,13,1,,1,,,,1,,1,,,21,,,,98,,
3,33,3313,2,930,330060,3,1,,1,,,,1,,1,,,21,,,,1,,
3,33,3313,2,930,330060,13,1,,1,,,,1,,1,,,21,,,,1,,
3,33,3304,2,418,330064,12,1,,1,,,1,,1,,,,21,,,,1,,
3,33,3304,2,418,330066,12,1,,1,,,1,,,1,,,21,,,,1,,
3,33,3304,2,418,330067,12,1,,1,,,1,,,1,,,21,,,,1,,
3,33,3304,2,418,330069,12,1,,1,,,1,,,1,,,21,,,,1,,
3,33,3304,2,418,330070,8,1,,1,,1,,,,1,,,21,,,,1,,
3,33,3304,2,418,330070,12,1,,1,,,1,,,1,,,21,,,,1,,
3,33,3307,2,688,330074,9,1,,1,,1,,,,1,,,21,,,,98,,
3,33,3307,2,688,330074,12,1,,1,1,,,,,1,,,21,,,,1,,
3,33,3307,2,688,330074,14,1,,1,,,,1,,1,,,21,,,,1,,
3,33,3307,2,688,330076,3,1,,2,,,1,1,,1,,,21,,,,1,,
3,33,3307,2,688,330078,3,1,,1,,,,,1,1,,,21,,,,1,,
3,33,3307,2,688,330079,1,1,,1,,,,1,,1,,,21,,,,98,,
3,33,3307,2,688,330079,14,1,,1,,,,1,,1,,,21,,,,98,,
3,33,3307,2,688,330080,12,1,,1,,,1,,,1,,,21,,,,1,,
3,33,3307,2,688,330080,14,1,,1,,,,1,,1,,,21,,,,1,,
2,34,3401,2,526,340001,1,1,,1,,,1,,,2,,,,,,,,,
2,34,3401,2,526,340002,1,1,,4,1,1,,1,,,,,7,,,,12,6,11
2,34,3415,2,268,340012,11,1,,,,,,,1,1,,,,,,,1,,
2,34,3415,2,268,340019,3,1,,1,,,,1,,1,,,6,,,,1,,
2,34,3405,2,456,340033,12,1,,,,1,,,,2,,,7,,,,1,2,
2,34,3405,2,456,340036,10,1,,,1,,,,,1,,,7,14,,,1,2,10
2,34,3405,2,456,340036,11,1,,,1,,,,,1,,,4,7,,,1,2,10
2,34,3405,2,456,340039,12,1,,2,1,,,1,,1,2,,1,7,,,1,,
2,34,3410,2,42,340043,1,1,,1,,,,1,,1,,,7,,,,,,98
2,34,3410,2,42,340044,12,1,,2,1,,1,,,2,,,6,7,,,1,,
2,34,3410,2,42,340049,13,1,,1,,1,,,,1,,,7,,,,1,2,
2,34,3412,2,156,340051,12,1,,1,1,,,,,2,,,7,,,,12,,
2,34,3412,2,156,340057,11,1,,2,1,,,,,1,2,3,,,,,1,7,
2,34,3403,2,198,340071,18,1,,3,1,1,1,,,1,1,1,12,15,16,,1,2,6
2,34,3408,2,870,340084,15,1,,1,,1,,,,2,,,21,,,,1,,
2,35,3503,1,54,350009,12,1,,,,,,,,,,,,,,,,,
2,35,3503,1,54,350009,15,1,,,,,,,,,,,,,,,,,
2,35,3503,1,54,350009,16,1,,,,,,,,,,,,,,,,,
2,35,3503,1,54,350009,20,1,,,,,,,,,,,,,,,,,
2,35,3507,2,746,350017,14,1,,,,,,1,,3,,,13,6,,,1,,
2,35,3507,2,746,350019,3,1,,1,,,1,,,2,,,,,,,6,,
2,35,3515,2,316,350030,12,1,,4,1,1,1,,,,,,12,,,,,,
2,35,3516,2,1632,350031,20,1,,3,1,,,,,,,,20,,7,,98,,
2,35,3516,2,1632,350033,12,1,,3,1,1,1,,,,,,12,20,,,2,1,1
2,35,3516,2,1632,350033,20,1,,5,1,1,1,1,1,,,,20,12,,,2,1,1
2,35,3516,2,1632,350034,17,1,,1,,1,,,,1,,,21,,,,1,,
2,35,3516,2,1632,350040,9,1,,1,,1,,,,,3,,7,13,,,1,,
2,35,3516,2,1632,350040,17,1,,1,1,,,,,1,,,3,7,8,,,1,
2,35,3506,2,1040,350041,20,1,,1,,,1,,,2,,,8,13,14,,1,,
2,35,3506,2,1040,350046,19,1,,1,,1,,,,2,,,1,6,7,,1,,
2,35,3506,2,1040,350050,17,1,,1,1,,,,,1,,,7,3,13,,1,,
2,35,3511,2,1646,350051,12,1,,,,,1,1,,,,,,,,,,,
2,35,3511,2,1646,350054,9,1,,1,,,1,,,1,,,7,8,14,,1,2,
2,35,3511,2,1646,350057,11,1,,1,1,,,,1,2,,,7,15,,11,1,,
2,35,3511,2,1646,350060,20,1,,1,,,1,,,2,,,8,14,6,,1,,
2,35,3513,2,576,350064,14,1,,1,,,,1,,2,,,7,6,8,14,1,,
2,35,3513,2,576,350065,3,1,,2,1,,,1,,1,,,22,,,,1,,
2,35,3513,2,576,350067,14,1,,1,,,,1,,,,,,,,,,,
2,35,3513,2,576,350070,12,1,,1,,,1,,,1,,,1,7,14,6,1,,
2,35,3513,2,576,350070,14,1,,1,,1,,,,1,,,14,7,6,1,1,,
2,35,3513,1,1278,350072,2,1,,1,1,1,,,,1,,,,,,,1,,
2,35,3513,1,1278,350077,2,1,,1,,,1,,,,,,,,,,,,
2,35,3513,1,1278,350077,13,1,,1,,,1,,,,,,,,,,,,
2,35,3513,1,1278,350079,5,1,,1,1,,,,,,,,,,,,1,,
2,35,3501,2,1228,350085,13,1,,1,,,,,1,,1,,7,3,15,1,1,,
2,35,3501,2,1228,350085,14,1,,1,,,1,,,,2,,14,8,13,11,1,,
2,35,3501,2,1228,350088,4,1,,,,,,1,,,,,22,,,,1,,
2,35,3501,1,702,350093,8,1,,1,,,,1,,2,,,8,14,7,15,15,1,
2,35,3501,1,702,350093,12,1,,1,,,1,,,1,,,6,8,11,7,,1,
2,35,3501,1,702,350098,3,1,"1",,,,1,,,2,,,22,,,,0,,
2,35,3509,2,1310,350102,13,1,,1,,,,,1,1,,,7,1,14,8,1,,
2,35,3504,2,1288,350123,12,1,,3,1,1,1,,1,1,,,14,,,,1,,
2,35,3504,2,1288,350127,17,1,,1,,,1,,,2,,,7,1,8,,1,,
3,36,3605,2,240,360011,12,1,,1,,,,1,,2,,,14,15,21,,98,,
3,36,3605,2,240,360012,12,1,,1,,,,1,,2,,,,,,,14,,
3,36,3605,2,240,360013,8,1,,4,,,,1,,2,,,1,,,,,,
3,36,3605,2,240,360018,13,1,,1,,,,1,,2,,,,,22,,1,,
3,36,3605,2,240,360019,12,1,,,,,,1,,,,,14,15,,,1,,
3,36,3605,2,240,360020,12,1,,1,,,,1,,1,,,14,15,,,,,
3,36,3605,2,240,360020,19,1,,1,,,,1,,2,,,8,,,,,,
3,36,3608,2,2078,360038,2,1,,1,,,1,,,1,,,,,,,1,,
3,36,3608,2,2078,360040,1,1,,2,,,,1,,2,,,,,,,1,,
3,36,3608,2,2078,360040,3,1,,1,,,,1,,1,,,,,,,1,,
3,36,3608,2,2078,360040,14,1,,1,,,,1,,2,,,15,,,,1,,
3,36,3613,2,1066,360041,1,1,,1,,,,1,,,,,,,,,,,
3,36,3613,2,1066,360042,1,1,,1,,,,1,,,,,,,,,2,3,
3,36,3613,2,1066,360046,15,1,,2,,,1,1,,1,,,14,,,,,,
3,36,3613,2,1066,360049,4,1,,1,,,,1,,2,,,21,,,,1,,
3,36,3610,2,1826,360060,13,1,,1,,,,1,,1,3,,14,15,,,1,,
3,36,3601,2,1214,360064,4,1,,1,,,1,,,2,,,7,8,,,1,,
3,36,3601,2,1214,360064,12,1,,2,,,1,1,,1,3,,15,,,,1,,
3,36,3612,1,1474,360079,12,1,,2,,1,,1,,2,,,14,,,,1,,
3,36,3606,2,1956,360086,1,1,,1,1,,,,,2,,,10,5,3,,1,2,3
3,36,3606,2,1956,360087,2,1,,2,,,1,1,,2,,,8,,,,1,,
3,36,3606,2,1956,360087,12,1,,2,,,1,1,,2,,,14,,,,1,,
1,37,3706,1,4144,370007,3,1,,1,,,,1,,1,,,3,,,,1,2,
1,37,3706,1,156,370012,22,1,,1,,,,,1,2,,,21,,,,1,2,
1,37,3706,1,156,370016,20,1,,2,,,1,,,1,,,14,,,,,,
1,37,3706,1,156,370017,21,1,,1,,,,1,,1,,,8,,,,1,2,
1,37,3706,1,156,370018,3,1,,1,,,,1,,1,,,6,,,,1,,
1,37,3706,1,156,370019,1,1,,1,,,,,1,1,,,21,,,,1,2,9
1,37,3706,1,156,370020,3,1,,,,,,,1,1,,,8,,,,1,,
1,37,3702,1,972,370028,3,1,,,,,,1,,1,,,8,,,,1,,
1,37,3706,2,6,370031,1,1,,,1,,,,,,,,,,,,,,
1,37,3706,2,6,370031,9,1,,1,,,,1,,,,,,,,,,,
1,37,3706,2,6,370034,9,1,,2,,1,,1,,2,3,,1,,3,,1,2,
1,37,3706,2,6,370034,10,1,,1,,,1,,,3,,,1,,,,1,,
1,37,3706,2,6,370034,17,1,,1,,,,1,,3,,,1,,,,1,,
1,37,3706,2,6,370037,9,1,,1,1,,,,,1,1,,,,,,3,18,
1,37,3706,2,6,370038,9,1,,,,,1,,,3,,,2,,,,1,2,4
1,37,3706,2,6,370038,12,1,,,,,1,,,3,,,2,,,,1,2,4
1,37,3706,2,6,370039,9,1,,2,,1,1,,,2,3,,21,,,,5,7,
1,37,3706,2,6,370040,1,1,,2,1,,,,1,1,2,,21,,,,1,,
1,37,3706,2,6,370040,9,1,,1,,1,,,,2,,,1,,,,1,,
